0,System,>> User 1 has Connected
0,System,>> All chat participants have arrived. You may now chat!
0,System,>> User 2 has Connected
0,User 1,tester sentence ####
0,User 2,tester sentence ####
0,User 1,tester sentence ####
0,User 2,tester sentence ####
0,User 1,tester sentence ####
0,User 2,tester sentence ####
0,User 1,tester sentence ####
0,User 2,tester sentence ####
1,User 1,tester sentence ####
0,User 2,tester sentence ####
1,User 1,tester sentence ####
0,User 2,tester sentence ####
0,User 1,tester sentence ####
0,User 1,tester sentence ####
0,User 1,tester sentence ####
0,User 1,tester sentence ####
0,User 1,tester sentence ####
0,User 1,tester sentence ####
0,User 1,tester sentence ####
0,User 1,tester sentence ####
0,User 1,tester sentence ####
0,User 1,tester sentence ####
0,User 1,tester sentence ####
0,User 1,tester sentence ####
0,User 1,tester sentence ####
0,User 1,tester sentence ####
0,User 1,tester sentence ####
0,User 1,tester sentence ####
0,User 1,tester sentence ####
0,User 1,tester sentence ####
0,User 1,tester sentence ####
0,User 1,tester sentence ####
0,User 1,tester sentence ####
0,User 1,tester sentence ####
0,User 1,tester sentence ####
0,User 1,tester sentence ####
0,User 1,tester sentence ####
0,User 1,tester sentence ####
0,User 1,tester sentence ####
1,User 1,tester sentence ####
0,User 1,tester sentence ####
0,User 1,tester sentence ####
0,User 1,--END--
0,User 1,",,,"
0,System,>> User 1 has Disconnected
0,System,>> User 2 has Disconnected
